steady_state,pop_size,elitism,keep_best,k_tournament,xover_prob,xover_type,construction,mutation_prob,mutation_type,reversal_percent,non_improving_iterations,allways_keep,approx_calc
false,150,2,0.8,2,0.5,PMX,1.0,0.05,Shift,10,150,1.0,300
