./instances/ruiz/json/n20m2-01.json,617,624,619,612
./instances/ruiz/json/n20m2-02.json,629,631,631,627
./instances/ruiz/json/n20m2-03.json,576,573,569,568
./instances/ruiz/json/n20m2-04.json,526,532,526,522
./instances/ruiz/json/n20m2-05.json,374,374,375,375
./instances/ruiz/json/n20m2-06.json,321,322,319,324
./instances/ruiz/json/n20m2-07.json,458,461,459,462
./instances/ruiz/json/n20m2-08.json,389,389,388,389
./instances/ruiz/json/n20m4-01.json,642,653,645,640
./instances/ruiz/json/n20m4-02.json,706,716,707,692
./instances/ruiz/json/n20m4-03.json,541,539,541,534
./instances/ruiz/json/n20m4-04.json,622,635,637,627
./instances/ruiz/json/n20m4-05.json,619,625,627,621
./instances/ruiz/json/n20m4-06.json,344,344,345,344
./instances/ruiz/json/n20m4-07.json,308,305,305,308
./instances/ruiz/json/n20m4-08.json,407,408,407,409
./instances/ruiz/json/n20m8-01.json,966,961,967,953
./instances/ruiz/json/n20m8-02.json,928,940,936,925
./instances/ruiz/json/n20m8-03.json,838,838,842,831
./instances/ruiz/json/n20m8-04.json,822,827,825,816
./instances/ruiz/json/n20m8-05.json,932,915,918,920
./instances/ruiz/json/n20m8-06.json,556,569,563,555
./instances/ruiz/json/n20m8-07.json,592,596,602,599
./instances/ruiz/json/n20m8-08.json,583,583,583,564
./instances/ruiz/json/n50m2-01.json,1161,1154,1146,1144
./instances/ruiz/json/n50m2-02.json,1249,1237,1241,1255
./instances/ruiz/json/n50m2-03.json,1266,1262,1261,1272
./instances/ruiz/json/n50m2-04.json,1252,1254,1251,1240
./instances/ruiz/json/n50m2-05.json,1187,1179,1186,1160
./instances/ruiz/json/n50m2-06.json,828,831,821,816
./instances/ruiz/json/n50m2-07.json,1146,1145,1145,1149
./instances/ruiz/json/n50m2-08.json,769,764,764,768
./instances/ruiz/json/n50m4-01.json,1440,1430,1427,1393
./instances/ruiz/json/n50m4-02.json,1357,1345,1323,1313
./instances/ruiz/json/n50m4-03.json,1437,1425,1432,1406
./instances/ruiz/json/n50m4-04.json,1467,1465,1453,1425
./instances/ruiz/json/n50m4-05.json,1381,1368,1355,1344
./instances/ruiz/json/n50m4-06.json,909,898,900,904
./instances/ruiz/json/n50m4-07.json,945,943,945,942
./instances/ruiz/json/n50m4-08.json,879,882,888,885
./instances/ruiz/json/n50m8-01.json,1679,1664,1676,1619
./instances/ruiz/json/n50m8-02.json,1925,1912,1897,1861
./instances/ruiz/json/n50m8-03.json,1796,1783,1763,1707
./instances/ruiz/json/n50m8-04.json,1853,1846,1820,1797
./instances/ruiz/json/n50m8-05.json,1869,1870,1849,1826
./instances/ruiz/json/n50m8-06.json,1023,1007,1021,959
./instances/ruiz/json/n50m8-07.json,1090,1073,1079,1087
./instances/ruiz/json/n50m8-08.json,1016,1003,1003,969
./instances/ruiz/json/n80m2-01.json,1966,1957,1938,1949
./instances/ruiz/json/n80m2-02.json,1962,1959,1945,1932
./instances/ruiz/json/n80m2-03.json,2027,2028,2009,2021
./instances/ruiz/json/n80m2-04.json,2094,2101,2094,2088
./instances/ruiz/json/n80m2-05.json,2145,2152,2152,2134
./instances/ruiz/json/n80m2-06.json,1356,1356,1347,1354
./instances/ruiz/json/n80m2-07.json,1426,1422,1426,1418
./instances/ruiz/json/n80m2-08.json,1202,1195,1195,1177
./instances/ruiz/json/n80m4-01.json,2177,2183,2173,2132
./instances/ruiz/json/n80m4-02.json,2211,2230,2217,2223
./instances/ruiz/json/n80m4-03.json,2264,2257,2249,2244
./instances/ruiz/json/n80m4-04.json,2543,2546,2546,2505
./instances/ruiz/json/n80m4-41.json,3831,3850,3801,3784
./instances/ruiz/json/n80m4-42.json,2110,2101,2095,2102
./instances/ruiz/json/n80m4-43.json,3783,3716,3739,3731
