steady_state,pop_size,elitism,keep_best,k_tournament,xover_prob,xover_type,learning_rate,epsilon,construction,mutation_prob,mutation_type,reversal_percent,non_improving_iterations,rtype,allways_keep,approx_calc,crowding_scale,k_nearest,distance_metric
true,150,2,0.8,2,0.5,QLearning,0.2,0.25,1.0,0.05,Shift,10,100,Mutate,1.0,300,0.5,10,ExactMatch
true,150,2,0.8,2,0.5,QLearning,0.2,0.25,1.0,0.05,Greedy,10,100,Mutate,1.0,300,0.5,10,ExactMatch
true,150,2,0.8,2,0.5,QLearning,0.2,0.25,1.0,0.05,Swap,10,100,Mutate,1.0,300,0.5,10,ExactMatch
true,150,2,0.8,2,0.5,QLearning,0.2,0.25,1.0,0.05,Reverse,10,100,Mutate,1.0,300,0.5,10,ExactMatch
true,150,2,0.8,2,0.5,QLearning,0.2,0.25,1.0,0.05,Random,10,100,Mutate,1.0,300,0.5,10,ExactMatch
