784,3444,182570
850,3425,197690
1165,3424,269630
1279,3416,296750
1355,3415,314550
1452,3405,337810
1609,3402,374390
1711,3400,398390
1826,3395,425010
1984,3394,461810
2084,3391,484530
2125,3387,493790
2236,3384,518810
2302,3379,534290
2324,3361,539490
3233,3352,753150
5394,3337,1257730
8519,3335,1985310
8601,3328,2003710
9000,3325,2096290
9683,3324,2256150
14957,3319,3481590
50000,3319,11599430
