445,3481,103310
657,3469,152710
721,3465,167990
736,3452,171530
778,3446,181250
800,3443,186450
1063,3440,248390
1106,3419,258090
1483,3416,346070
1878,3412,437650
2567,3411,596430
2607,3409,605470
3093,3407,718150
3111,3405,722470
3335,3404,774390
3439,3401,798350
3733,3391,865670
4002,3388,928090
4372,3382,1014290
5165,3378,1198230
5868,3375,1363210
5920,3372,1375490
7537,3362,1750070
9021,3356,2092030
