0,3547
1,3547
2,3547
3,3547
4,3547
5,3547
6,3547
7,3547
8,3547
9,3547
10,3547
11,3547
12,3547
13,3547
14,3547
15,3547
16,3547
17,3547
18,3547
19,3547
20,3547
21,3547
22,3547
23,3547
24,3547
25,3547
26,3547
27,3547
28,3547
29,3547
30,3547
31,3547
32,3547
33,3547
34,3547
35,3547
36,3547
37,3547
38,3547
39,3547
40,3547
41,3547
42,3547
43,3547
44,3547
45,3547
46,3547
47,3547
48,3547
49,3547
50,3547
51,3547
52,3547
53,3547
54,3547
55,3547
56,3547
57,3547
58,3547
59,3547
60,3547
61,3547
62,3547
63,3547
64,3547
65,3547
66,3547
67,3547
68,3547
69,3547
70,3547
71,3547
72,3547
73,3547
74,3547
75,3547
76,3547
77,3547
78,3547
79,3547
80,3547
81,3547
82,3547
83,3547
84,3547
85,3547
86,3547
87,3547
88,3547
89,3547
90,3547
91,3547
92,3547
93,3547
94,3547
95,3547
96,3547
97,3547
98,3547
99,3547
100,3547
101,3547
102,3547
103,3547
104,3547
105,3547
106,3547
107,3547
108,3547
109,3547
110,3547
111,3547
112,3547
113,3547
114,3547
115,3547
116,3547
117,3547
118,3547
119,3547
120,3547
121,3547
122,3547
123,3547
124,3547
125,3547
126,3547
127,3547
128,3547
129,3547
130,3547
131,3547
132,3547
133,3547
134,3547
135,3547
136,3547
137,3547
138,3547
139,3547
140,3547
141,3547
142,3547
143,3547
144,3547
145,3547
146,3547
147,3547
148,3547
149,3547
150,3547
151,3547
152,3547
153,3547
154,3547
155,3547
156,3547
157,3547
158,3547
159,3547
160,3547
161,3547
162,3547
163,3547
164,3547
165,3547
166,3547
167,3547
168,3547
169,3547
170,3547
171,3547
172,3547
173,3547
174,3547
175,3547
176,3547
177,3547
178,3547
179,3547
180,3547
181,3547
182,3547
183,3547
184,3547
185,3547
186,3547
187,3547
188,3547
189,3547
190,3547
191,3547
192,3547
193,3547
194,3547
195,3547
196,3547
197,3547
198,3547
199,3547
200,3547
201,3547
202,3547
203,3547
204,3547
205,3547
206,3547
207,3547
208,3547
209,3547
210,3547
211,3547
212,3547
213,3547
214,3547
215,3547
216,3547
217,3547
218,3547
219,3547
220,3547
221,3547
222,3547
223,3547
224,3547
225,3547
226,3547
227,3547
228,3547
229,3547
230,3547
231,3547
232,3547
233,3547
234,3547
235,3547
236,3547
237,3547
238,3547
239,3547
240,3547
241,3547
242,3547
243,3547
244,3547
245,3547
246,3547
247,3547
248,3547
249,3547
250,3547
251,3547
252,3547
253,3547
254,3547
255,3547
256,3547
257,3547
258,3547
259,3547
260,3547
261,3547
262,3547
263,3547
264,3547
265,3547
266,3547
267,3547
268,3547
269,3547
270,3547
271,3547
272,3547
273,3547
274,3547
275,3547
276,3547
277,3547
278,3547
279,3547
280,3547
281,3547
282,3547
283,3547
284,3547
285,3547
286,3547
287,3547
288,3547
289,3547
290,3547
291,3547
292,3547
293,3547
294,3547
295,3547
296,3547
297,3547
298,3547
299,3547
300,3547
301,3547
302,3547
303,3547
304,3547
305,3547
306,3547
307,3547
308,3547
309,3547
310,3547
311,3547
312,3547
313,3547
314,3547
315,3547
316,3547
317,3547
318,3547
319,3547
320,3547
321,3547
322,3547
323,3547
324,3547
325,3547
326,3547
