99,6226,350,0
177,6154,506,0
195,6133,542,0
350,6127,852,0
354,6107,860,0
506,6080,1164,0
562,6052,1276,0
1051,6029,2254,0
1172,6014,2496,0
1365,5996,2882,0
1392,5979,2936,0
1421,5938,2994,0
1578,5871,3308,0
1975,5849,4102,0
2013,5817,4178,0
2925,5816,6002,0
3194,5751,6540,0
3748,5739,7648,0
4297,5732,8746,0
4454,5728,9060,0
4455,5714,9062,0
4570,5696,9292,0
4935,5674,10022,0
5406,5621,10964,0
5973,5579,12098,0
6829,5565,13810,0
7709,5561,15570,0
15173,5560,30498,1
15452,5559,31056,1
36690,5546,73532,4
79915,5536,159982,9
578777,5536,1157704,41
