696,3557,161410
1076,3554,248130
1298,3551,299610
1328,3540,306930
1425,3534,329590
1692,3529,392290
2072,3528,479610
3200,3521,743490
4044,3516,938890
4192,3510,973250
4231,3508,982070
29580,3507,6867130
50000,3507,11613110
