./instances/ruiz/json/n20m2-01.json,623
./instances/ruiz/json/n20m2-02.json,634
./instances/ruiz/json/n20m2-03.json,575
./instances/ruiz/json/n20m2-04.json,534
./instances/ruiz/json/n20m2-05.json,394
./instances/ruiz/json/n20m2-06.json,328
./instances/ruiz/json/n20m2-07.json,467
./instances/ruiz/json/n20m2-08.json,402
./instances/ruiz/json/n20m2-09.json,447
./instances/ruiz/json/n20m2-10.json,347
./instances/ruiz/json/n20m2-11.json,619
./instances/ruiz/json/n20m2-12.json,609
./instances/ruiz/json/n20m2-13.json,590
./instances/ruiz/json/n20m2-14.json,570
./instances/ruiz/json/n20m2-15.json,652
./instances/ruiz/json/n20m2-16.json,409
./instances/ruiz/json/n20m2-17.json,414
./instances/ruiz/json/n20m2-18.json,282
./instances/ruiz/json/n20m2-19.json,306
./instances/ruiz/json/n20m2-20.json,336
./instances/ruiz/json/n20m2-21.json,740
./instances/ruiz/json/n20m2-22.json,526
./instances/ruiz/json/n20m2-23.json,773
./instances/ruiz/json/n20m2-24.json,612
./instances/ruiz/json/n20m2-25.json,699
./instances/ruiz/json/n20m2-26.json,482
./instances/ruiz/json/n20m2-27.json,452
./instances/ruiz/json/n20m2-28.json,429
./instances/ruiz/json/n20m2-29.json,441
./instances/ruiz/json/n20m2-30.json,383
./instances/ruiz/json/n20m2-31.json,726
./instances/ruiz/json/n20m2-32.json,751
./instances/ruiz/json/n20m2-33.json,694
./instances/ruiz/json/n20m2-34.json,817
./instances/ruiz/json/n20m2-35.json,869
./instances/ruiz/json/n20m2-36.json,466
./instances/ruiz/json/n20m2-37.json,585
./instances/ruiz/json/n20m2-38.json,389
./instances/ruiz/json/n20m2-39.json,576
./instances/ruiz/json/n20m2-40.json,464
./instances/ruiz/json/n20m2-41.json,428
./instances/ruiz/json/n20m2-42.json,946
./instances/ruiz/json/n20m2-43.json,426
./instances/ruiz/json/n20m2-44.json,1065
./instances/ruiz/json/n20m2-45.json,509
./instances/ruiz/json/n20m2-46.json,182
./instances/ruiz/json/n20m2-47.json,211
./instances/ruiz/json/n20m2-48.json,194
./instances/ruiz/json/n20m2-49.json,443
./instances/ruiz/json/n20m2-50.json,266
./instances/ruiz/json/n20m2-51.json,948
./instances/ruiz/json/n20m2-52.json,358
./instances/ruiz/json/n20m2-53.json,1003
./instances/ruiz/json/n20m2-54.json,915
./instances/ruiz/json/n20m2-55.json,557
./instances/ruiz/json/n20m2-56.json,348
./instances/ruiz/json/n20m2-57.json,659
./instances/ruiz/json/n20m2-58.json,590
./instances/ruiz/json/n20m2-59.json,416
./instances/ruiz/json/n20m2-60.json,866
./instances/ruiz/json/n20m2-61.json,1139
./instances/ruiz/json/n20m2-62.json,614
./instances/ruiz/json/n20m2-63.json,1032
./instances/ruiz/json/n20m2-64.json,1362
./instances/ruiz/json/n20m2-65.json,1322
./instances/ruiz/json/n20m2-66.json,765
./instances/ruiz/json/n20m2-67.json,393
./instances/ruiz/json/n20m2-68.json,264
./instances/ruiz/json/n20m2-69.json,364
./instances/ruiz/json/n20m2-70.json,416
./instances/ruiz/json/n20m2-71.json,691
./instances/ruiz/json/n20m2-72.json,1085
./instances/ruiz/json/n20m2-73.json,563
./instances/ruiz/json/n20m2-74.json,682
./instances/ruiz/json/n20m2-75.json,1169
./instances/ruiz/json/n20m2-76.json,303
./instances/ruiz/json/n20m2-77.json,657
./instances/ruiz/json/n20m2-78.json,576
./instances/ruiz/json/n20m2-79.json,608
./instances/ruiz/json/n20m2-80.json,808
./instances/ruiz/json/n20m4-01.json,659
./instances/ruiz/json/n20m4-02.json,729
./instances/ruiz/json/n20m4-03.json,552
./instances/ruiz/json/n20m4-04.json,650
./instances/ruiz/json/n20m4-05.json,634
./instances/ruiz/json/n20m4-06.json,391
./instances/ruiz/json/n20m4-07.json,333
./instances/ruiz/json/n20m4-08.json,419
./instances/ruiz/json/n20m4-09.json,461
./instances/ruiz/json/n20m4-10.json,400
./instances/ruiz/json/n20m4-11.json,725
./instances/ruiz/json/n20m4-12.json,840
./instances/ruiz/json/n20m4-13.json,711
./instances/ruiz/json/n20m4-14.json,801
./instances/ruiz/json/n20m4-15.json,724
./instances/ruiz/json/n20m4-16.json,297
./instances/ruiz/json/n20m4-17.json,445
./instances/ruiz/json/n20m4-18.json,599
./instances/ruiz/json/n20m4-19.json,475
./instances/ruiz/json/n20m4-20.json,525
./instances/ruiz/json/n20m4-21.json,954
./instances/ruiz/json/n20m4-22.json,906
./instances/ruiz/json/n20m4-23.json,901
./instances/ruiz/json/n20m4-24.json,903
./instances/ruiz/json/n20m4-25.json,972
./instances/ruiz/json/n20m4-26.json,664
./instances/ruiz/json/n20m4-27.json,521
./instances/ruiz/json/n20m4-28.json,621
./instances/ruiz/json/n20m4-29.json,693
./instances/ruiz/json/n20m4-30.json,677
./instances/ruiz/json/n20m4-31.json,999
./instances/ruiz/json/n20m4-32.json,998
./instances/ruiz/json/n20m4-33.json,943
./instances/ruiz/json/n20m4-34.json,1075
./instances/ruiz/json/n20m4-35.json,1160
./instances/ruiz/json/n20m4-36.json,640
./instances/ruiz/json/n20m4-37.json,610
./instances/ruiz/json/n20m4-38.json,641
./instances/ruiz/json/n20m4-39.json,783
./instances/ruiz/json/n20m4-40.json,604
./instances/ruiz/json/n20m4-41.json,1002
./instances/ruiz/json/n20m4-42.json,1093
./instances/ruiz/json/n20m4-43.json,842
./instances/ruiz/json/n20m4-44.json,1042
./instances/ruiz/json/n20m4-45.json,486
./instances/ruiz/json/n20m4-46.json,460
./instances/ruiz/json/n20m4-47.json,233
./instances/ruiz/json/n20m4-48.json,761
./instances/ruiz/json/n20m4-49.json,465
./instances/ruiz/json/n20m4-50.json,468
./instances/ruiz/json/n20m4-51.json,611
./instances/ruiz/json/n20m4-52.json,1235
./instances/ruiz/json/n20m4-53.json,1279
./instances/ruiz/json/n20m4-54.json,665
./instances/ruiz/json/n20m4-55.json,1295
./instances/ruiz/json/n20m4-56.json,309
