0,2373,0,0.0
0,2360,152,0
3,2356,158,0
42,2344,236,0
55,2330,262,0
228,2319,608,2
267,2317,686,3
278,2309,708,3
325,2284,802,3
434,2260,1020,5
912,2248,1976,10
1063,2246,2278,12
1111,2245,2374,13
1182,2241,2516,13
1310,2239,2772,15
1325,2232,2802,15
1454,2228,3060,17
1462,2224,3076,17
1473,2213,3098,17
1685,2207,3522,19
1834,2206,3820,21
1849,2205,3850,21
1859,2192,3870,21
1956,2189,4064,22
2110,2187,4372,24
2144,2179,4440,25
2267,2175,4686,26
2356,2169,4864,27
2443,2165,5038,28
2456,2164,5064,28
2516,2152,5184,29
2873,2151,5898,33
2916,2148,5984,34
2967,2142,6086,34
3153,2134,6458,36
5202,2133,10556,58
33792,2119,67736,374
455637,2119,911424,5156
