0,11025,7260,0.0
0,10980,13263,872
1,10980,16385,1386
2,10980,19507,1921
3,10980,22629,2412
4,10980,25751,2846
5,10980,28873,3323
6,10980,31995,3891
7,10980,35117,4392
8,10980,38239,4833
9,10980,41361,5469
10,10980,44483,5893
11,10980,47605,6298
12,10980,50727,6711
13,10980,53849,7055
14,10980,56971,7480
15,10980,60093,7875
16,10980,63215,8280
17,10980,66337,8707
18,10980,69459,9094
19,10980,72581,9493
20,10980,75703,9861
21,10980,78825,10223
22,10980,81947,10601
23,10980,85069,11003
24,10980,88191,11371
25,10980,91313,11777
26,10980,94435,12229
27,10980,97557,12709
28,10980,100679,13476
29,10980,103801,13893
30,10980,106923,14279
31,10980,110045,14674
32,10980,113167,15020
33,10980,116289,15398
34,10980,119411,15858
35,10980,122533,16273
36,10980,125655,16720
37,10980,128777,17116
38,10980,131899,17529
39,10980,135021,17911
40,10980,138143,18355
41,10980,141265,18800
42,10980,144387,19230
43,10980,147509,19625
44,10980,150631,20042
45,10980,153753,20482
46,10980,156875,20917
47,10980,159997,21499
48,10980,163119,21944
49,10980,166241,22414
50,10980,169363,22859
51,10980,172485,23237
52,10980,175607,23664
53,10980,178729,24046
54,10980,181851,24425
55,10980,184973,24824
56,10980,188095,25200
57,10980,191217,25595
58,10980,194339,26001
59,10980,197461,26391
60,10980,200583,26796
61,10980,203705,27171
62,10980,206827,27563
63,10980,209949,27960
64,10980,213071,28351
65,10980,216193,28751
66,10980,219315,29141
67,10980,222437,29529
68,10980,225559,30024
69,10980,228681,30481
70,10980,231803,30856
71,10980,234925,31242
72,10980,238047,31624
73,10980,241169,32004
74,10980,244291,32388
75,10980,247413,32793
76,10980,250535,33163
77,10980,253657,33550
78,10980,256779,33925
79,10980,259901,34344
80,10980,263023,34741
81,10980,266145,35152
82,10980,269267,35557
83,10980,272389,35929
84,10980,275511,36336
85,10980,278633,36755
86,10980,281755,37143
87,10980,284877,37548
88,10980,287999,38056
89,10980,291121,38589
90,10980,294243,39123
91,10980,297365,39557
92,10980,300487,40147
93,10980,303609,40695
94,10980,306731,41130
95,10980,309853,41551
96,10980,312975,41957
97,10980,316097,42385
98,10980,319219,42761
99,10980,322341,43149
100,10980,325463,43541
101,10980,328585,43946
102,10980,331707,44348
103,10980,334829,44772
104,10980,337951,45161
105,10980,341073,45566
106,10980,344195,45979
107,10980,347317,46361
108,10980,350439,46764
109,10980,353561,47227
110,10980,356683,47870
111,10980,359805,48449
112,10980,362927,48888
113,10980,366049,49407
114,10980,369171,49923
115,10980,372293,50384
116,10980,375415,50829
117,10980,378537,51474
118,10980,381659,52061
119,10980,384781,52616
120,10980,387903,53018
121,10980,391025,53425
122,10980,394147,53823
123,10980,397269,54226
124,10980,400391,54623
125,10980,403513,55020
126,10980,406635,55462
127,10980,409757,55867
128,10980,412879,56273
129,10980,416001,56765
130,10980,419123,57427
131,10980,422245,58011
132,10980,425367,58425
133,10980,428489,58942
134,10980,431611,59401
135,10980,434733,59889
136,10980,437855,60307
137,10980,440977,60751
138,10980,444099,61161
139,10980,447221,61548
140,10980,450343,61951
141,10980,453465,62336
142,10980,456587,62743
143,10980,459709,63161
144,10980,462831,63571
145,10980,465953,63970
146,10980,469075,64369
147,10980,472197,64796
148,10980,475319,65216
149,10980,478441,65581
150,10980,481563,65988
151,10980,484685,66388
152,10980,487807,66828
153,10980,490929,67223
154,10980,494051,67635
155,10980,497173,68045
156,10980,500295,68468
157,10980,503417,68890
158,10980,506539,69296
159,10980,509661,69911
160,10980,512783,70469
161,10980,515905,71018
162,10980,519027,71523
163,10978,522149,71929
164,10978,525271,72683
165,10978,528393,73100
166,10978,531515,73493
167,10978,534637,73888
168,10978,537759,74314
169,10978,540881,74875
170,10978,544003,75420
171,10978,547125,76093
172,10978,550247,76505
173,10978,553369,76921
174,10978,556491,77331
175,10978,559613,78021
176,10978,562735,78502
177,10978,565857,78896
178,10978,568979,79273
179,10978,572101,79700
180,10978,575223,80088
181,10978,578345,80489
182,10978,581467,80887
183,10978,584589,81271
184,10978,587711,81888
185,10913,590833,82374
186,10913,590833,82190
