0,5427,0,0.0
1722,5409,35668,28128
2955,5395,76432,29845
3861,5375,184312,33574
3970,5360,200228,34170
4300,5336,253508,36046
4383,5312,268864,36573
4546,5308,298556,37548
4549,5307,299336,37573
4557,5306,301216,37633
4959,5260,342808,38955
5002,5244,351212,39223
5115,5237,367672,39748
5411,5223,408648,41106
5503,5209,425048,41643
5549,5197,432912,41901
5624,5190,446940,42360
6218,5173,529980,45078
6547,5169,591704,47069
6695,5163,621240,48031
6698,5137,621468,48038
7803,5133,810064,54146
7918,5117,829148,54770
8327,5114,897408,56985
8588,5106,944004,58465
8603,5084,946776,58557
9278,5083,1066476,62503
9913,5073,1137704,64813
10077,5067,1167736,65794
10728,5066,1284652,69417
11288,5057,1378068,72144
14394,5048,1708900,81754
15583,5040,1750832,82974
59792,5040,3124184,123285
