0,5880,0,0.0
4071,5872,86848,5618
4936,5865,124844,5955
5524,5863,143252,6094
5585,5861,145704,6113
5859,5860,155848,6190
5917,5854,157856,6205
6155,5853,163776,6256
7269,5847,190936,6479
7576,5842,211076,6659
8375,5841,317304,7505
10066,5838,432788,8401
10752,5836,477724,8750
13206,5833,634948,10091
17616,5831,916396,12397
17974,5825,940052,12622
18976,5824,1003916,13178
32390,5815,2009556,21658
38415,5814,2144992,22781
39501,5810,2166664,22952
53137,5802,2490008,25671
78001,5802,3079852,30821
