./instances/ruiz/json/n20m2-01.json,621,614,608,609
./instances/ruiz/json/n20m2-02.json,627,632,638,631
./instances/ruiz/json/n20m2-03.json,566,573,571,570
./instances/ruiz/json/n20m2-04.json,537,531,528,531
./instances/ruiz/json/n20m2-05.json,376,383,376,377
./instances/ruiz/json/n20m2-06.json,323,325,325,325
./instances/ruiz/json/n20m2-07.json,461,463,465,461
./instances/ruiz/json/n20m2-08.json,393,393,398,385
./instances/ruiz/json/n20m4-01.json,643,652,643,641
./instances/ruiz/json/n20m4-02.json,698,698,705,691
./instances/ruiz/json/n20m4-03.json,541,543,537,539
./instances/ruiz/json/n20m4-04.json,635,635,633,626
./instances/ruiz/json/n20m4-05.json,634,622,635,630
./instances/ruiz/json/n20m4-06.json,344,370,344,371
./instances/ruiz/json/n20m4-07.json,337,308,312,308
./instances/ruiz/json/n20m4-08.json,416,407,416,416
./instances/ruiz/json/n20m8-01.json,977,981,959,963
./instances/ruiz/json/n20m8-02.json,941,925,926,937
./instances/ruiz/json/n20m8-03.json,833,837,840,827
./instances/ruiz/json/n20m8-04.json,849,814,828,826
./instances/ruiz/json/n20m8-05.json,943,923,917,920
./instances/ruiz/json/n20m8-06.json,592,592,592,592
./instances/ruiz/json/n20m8-07.json,599,608,608,608
./instances/ruiz/json/n20m8-08.json,580,583,579,598
./instances/ruiz/json/n50m2-01.json,1174,1156,1169,1166
./instances/ruiz/json/n50m2-02.json,1251,1229,1248,1245
./instances/ruiz/json/n50m2-03.json,1265,1252,1272,1265
./instances/ruiz/json/n50m2-04.json,1238,1240,1242,1239
./instances/ruiz/json/n50m2-05.json,1186,1186,1174,1172
./instances/ruiz/json/n50m2-06.json,821,832,816,829
./instances/ruiz/json/n50m2-07.json,1155,1145,1152,1140
./instances/ruiz/json/n50m2-08.json,772,775,769,755
./instances/ruiz/json/n50m4-01.json,1449,1438,1434,1432
./instances/ruiz/json/n50m4-02.json,1336,1356,1344,1352
./instances/ruiz/json/n50m4-03.json,1446,1449,1418,1440
./instances/ruiz/json/n50m4-04.json,1478,1451,1438,1430
./instances/ruiz/json/n50m4-05.json,1371,1372,1365,1365
./instances/ruiz/json/n50m4-06.json,911,901,905,904
./instances/ruiz/json/n50m4-07.json,945,944,945,944
./instances/ruiz/json/n50m4-08.json,880,889,887,870
./instances/ruiz/json/n50m8-01.json,1684,1673,1649,1686
./instances/ruiz/json/n50m8-02.json,1890,1870,1884,1867
./instances/ruiz/json/n50m8-03.json,1778,1732,1763,1745
./instances/ruiz/json/n50m8-04.json,1814,1863,1841,1818
./instances/ruiz/json/n50m8-05.json,1839,1869,1857,1858
./instances/ruiz/json/n50m8-06.json,1027,986,1035,1024
./instances/ruiz/json/n50m8-07.json,1070,1085,1087,1080
./instances/ruiz/json/n50m8-08.json,1023,959,1001,1016
./instances/ruiz/json/n80m2-01.json,1954,1958,1967,1965
./instances/ruiz/json/n80m2-02.json,1956,1942,1940,1939
./instances/ruiz/json/n80m2-03.json,2006,2009,2012,2025
./instances/ruiz/json/n80m2-04.json,2096,2094,2084,2097
./instances/ruiz/json/n80m2-05.json,2134,2131,2160,2124
./instances/ruiz/json/n80m2-06.json,1354,1355,1354,1354
./instances/ruiz/json/n80m2-07.json,1444,1423,1423,1423
./instances/ruiz/json/n80m2-08.json,1203,1192,1175,1175
./instances/ruiz/json/n80m4-01.json,2202,2162,2182,2165
./instances/ruiz/json/n80m4-02.json,2219,2226,2220,2216
./instances/ruiz/json/n80m4-03.json,2262,2259,2226,2220
./instances/ruiz/json/n80m4-04.json,2530,2525,2536,2536
./instances/ruiz/json/n80m4-41.json,3870,3850,3834,3863
./instances/ruiz/json/n80m4-42.json,2109,2083,2088,2114
./instances/ruiz/json/n80m4-43.json,3775,3766,3778,3752
./instances/ruiz/json/n80m4-44.json,2011,2024,2016,2024
./instances/ruiz/json/n80m8-01.json,2635,2592,2594,2565
./instances/ruiz/json/n80m8-02.json,2445,2462,2460,2463
./instances/ruiz/json/n80m8-21.json,3068,3012,3015,2991
./instances/ruiz/json/n80m8-22.json,2865,2876,2842,2872
./instances/ruiz/json/n80m8-41.json,3858,3867,3750,3838
./instances/ruiz/json/n80m8-42.json,3829,3845,3774,3811
./instances/ruiz/json/n80m8-61.json,4371,4403,4406,4344
./instances/ruiz/json/n80m8-62.json,4225,4208,4168,4174
