0,6590,0,0.0
89,6536,510,5
173,6526,846,9
304,6451,1370,14
380,6439,1674,17
396,6383,1738,18
539,6339,2310,24
564,6285,2410,25
698,6268,2946,30
745,6221,3134,32
893,6203,3726,36
1024,6200,4250,39
1041,6180,4318,39
1069,6133,4430,40
1171,6128,4838,43
1267,6098,5222,45
1338,6093,5506,47
1368,6081,5626,47
1413,6069,5806,49
1445,6053,5934,49
1522,6026,6242,51
1610,6023,6594,53
1644,5996,6730,54
1757,5966,7182,57
1908,5957,7786,61
1930,5919,7874,61
2095,5915,8534,65
2096,5913,8538,65
2163,5912,8806,67
2221,5910,9038,68
2227,5901,9062,68
2259,5899,9190,69
2278,5895,9266,69
2282,5888,9282,70
2347,5883,9542,71
2394,5858,9730,72
2519,5856,10230,75
2551,5841,10358,76
2615,5840,10614,78
2696,5839,10938,80
2713,5822,11006,80
2848,5814,11546,83
2987,5804,12102,87
3001,5799,12158,87
3076,5796,12458,89
3079,5787,12470,89
3084,5759,12490,89
3284,5755,13290,94
3339,5747,13510,95
3346,5737,13538,95
3419,5736,13830,97
3454,5732,13970,98
3571,5731,14438,101
3573,5729,14446,101
3578,5703,14466,101
3953,5702,15966,110
4209,5701,16990,116
4249,5692,17150,117
4312,5645,17402,119
4601,5643,18558,125
4854,5631,19570,131
4879,5610,19670,132
5002,5606,20162,134
5096,5595,20538,137
5323,5585,21446,142
5409,5582,21790,144
5477,5579,22062,146
5510,5576,22194,147
5545,5570,22334,148
5706,5567,22978,151
5858,5556,23586,155
6046,5544,24338,159
7192,5542,28922,186
7294,5536,29330,188
7354,5535,29570,189
7568,5531,30426,194
7572,5529,30442,194
8860,5514,35594,223
9497,5509,38142,236
9670,5501,38834,240
9816,5496,39418,244
10158,5495,40786,252
10189,5494,40910,252
10209,5491,40990,253
10438,5488,41906,258
10457,5487,41982,259
10533,5481,42286,260
10753,5478,43166,265
11076,5477,44458,273
11218,5470,45026,276
12319,5450,49430,310
13149,5448,52750,335
13162,5447,52802,336
13264,5441,53210,338
13650,5434,54754,347
13920,5430,55834,353
14088,5427,56506,357
14179,5424,56870,360
14200,5418,56954,360
14336,5417,57498,363
14542,5412,58322,368
15069,5411,60430,381
15076,5410,60458,381
15182,5391,60882,383
15348,5343,61546,387
15755,5320,63174,397
15769,5318,63230,397
15952,5314,63962,401
16115,5312,64614,405
16193,5303,64926,407
16655,5302,66774,418
16699,5297,66950,419
16843,5295,67526,422
16943,5294,67926,425
17176,5292,68858,430
18177,5291,72862,452
18619,5286,74630,461
18851,5271,75558,467
19535,5270,78294,482
23415,5268,93814,567
23897,5267,95742,584
24108,5261,96586,592
24271,5242,97238,598
24512,5235,98202,606
24759,5230,99190,614
24854,5229,99570,616
25026,5217,100258,620
25392,5185,101722,630
29511,5184,118198,760
30432,5180,121882,781
30646,5179,122738,785
35212,5178,141002,881
38061,5177,152398,942
40069,5176,160430,985
41209,5172,164990,1009
43631,5171,174678,1062
44131,5167,176678,1073
47916,5156,191818,1155
48648,5154,194746,1171
49302,5152,197362,1185
49733,5150,199086,1195
50008,5148,200186,1202
52189,5145,208910,1249
53490,5137,214114,1276
60479,5135,242070,1427
63128,5133,252666,1484
63473,5130,254046,1491
64022,5119,256242,1504
79532,5118,318282,1834
83883,5116,335686,1932
108444,5115,433930,2557
115965,5113,464014,2736
123963,5108,496006,2954
124181,5103,496878,2961
142877,5102,571662,3475
147557,5100,590382,3569
179351,5098,717558,4243
202026,5097,808258,4730
279421,5096,1117838,6573
281337,5095,1125502,6613
345779,5093,1383270,8005
392725,5092,1571054,9026
447464,5092,1790006,10273
