./instances/ruiz/json/n20m2-01.json,618,612,612
./instances/ruiz/json/n20m2-02.json,630,629,627
./instances/ruiz/json/n20m2-03.json,571,576,568
./instances/ruiz/json/n20m2-04.json,531,535,522
./instances/ruiz/json/n20m2-05.json,383,385,375
./instances/ruiz/json/n20m2-06.json,324,324,324
./instances/ruiz/json/n20m2-07.json,459,466,462
./instances/ruiz/json/n20m2-08.json,389,390,389
./instances/ruiz/json/n20m4-01.json,651,647,640
./instances/ruiz/json/n20m4-02.json,706,715,692
./instances/ruiz/json/n20m4-03.json,539,544,534
./instances/ruiz/json/n20m4-04.json,636,638,627
./instances/ruiz/json/n20m4-05.json,626,621,621
./instances/ruiz/json/n20m4-06.json,344,358,344
./instances/ruiz/json/n20m4-07.json,317,324,308
./instances/ruiz/json/n20m4-08.json,407,405,409
./instances/ruiz/json/n20m8-01.json,954,954,953
./instances/ruiz/json/n20m8-02.json,932,930,925
./instances/ruiz/json/n20m8-03.json,832,832,831
./instances/ruiz/json/n20m8-04.json,822,826,816
./instances/ruiz/json/n20m8-05.json,917,930,920
./instances/ruiz/json/n20m8-06.json,571,576,555
./instances/ruiz/json/n20m8-07.json,599,607,599
./instances/ruiz/json/n20m8-08.json,564,592,564
./instances/ruiz/json/n50m2-01.json,1164,1163,1144
./instances/ruiz/json/n50m2-02.json,1238,1224,1255
./instances/ruiz/json/n50m2-03.json,1267,1270,1272
./instances/ruiz/json/n50m2-04.json,1252,1238,1240
./instances/ruiz/json/n50m2-05.json,1183,1186,1160
./instances/ruiz/json/n50m2-06.json,819,830,816
./instances/ruiz/json/n50m2-07.json,1150,1149,1149
./instances/ruiz/json/n50m2-08.json,757,764,768
./instances/ruiz/json/n50m4-01.json,1426,1427,1393
./instances/ruiz/json/n50m4-02.json,1326,1328,1313
./instances/ruiz/json/n50m4-03.json,1428,1448,1406
./instances/ruiz/json/n50m4-04.json,1447,1451,1425
./instances/ruiz/json/n50m4-05.json,1348,1390,1344
./instances/ruiz/json/n50m4-06.json,897,897,904
./instances/ruiz/json/n50m4-07.json,935,945,942
./instances/ruiz/json/n50m4-08.json,873,888,885
./instances/ruiz/json/n50m8-01.json,1659,1620,1619
./instances/ruiz/json/n50m8-02.json,1887,1870,1861
./instances/ruiz/json/n50m8-03.json,1746,1739,1707
./instances/ruiz/json/n50m8-04.json,1837,1819,1797
./instances/ruiz/json/n50m8-05.json,1858,1868,1826
./instances/ruiz/json/n50m8-06.json,962,1024,959
./instances/ruiz/json/n50m8-07.json,1061,1081,1087
./instances/ruiz/json/n50m8-08.json,974,1009,969
./instances/ruiz/json/n80m2-01.json,1967,1969,1949
./instances/ruiz/json/n80m2-02.json,1955,1948,1932
./instances/ruiz/json/n80m2-03.json,2026,2025,2021
./instances/ruiz/json/n80m2-04.json,2094,2089,2088
./instances/ruiz/json/n80m2-05.json,2157,2162,2134
./instances/ruiz/json/n80m2-06.json,1351,1354,1354
./instances/ruiz/json/n80m2-07.json,1423,1421,1418
./instances/ruiz/json/n80m2-08.json,1197,1197,1177
./instances/ruiz/json/n80m4-01.json,2178,2146,2132
./instances/ruiz/json/n80m4-02.json,2230,2223,2223
./instances/ruiz/json/n80m4-03.json,2246,2238,2244
./instances/ruiz/json/n80m4-04.json,2546,2516,2505
./instances/ruiz/json/n80m4-41.json,3874,3828,3784
./instances/ruiz/json/n80m4-42.json,2101,2100,2102
./instances/ruiz/json/n80m4-43.json,3791,3734,3731
./instances/ruiz/json/n80m4-44.json,2018,2011,1967
./instances/ruiz/json/n80m8-01.json,2632,2613,2578
./instances/ruiz/json/n80m8-02.json,2418,2446,2416
./instances/ruiz/json/n80m8-21.json,2997,2983,2932
./instances/ruiz/json/n80m8-22.json,2829,2826,2785
./instances/ruiz/json/n80m8-41.json,3853,3824,3678
./instances/ruiz/json/n80m8-42.json,3809,3750,3698
./instances/ruiz/json/n80m8-61.json,4413,4443,4302
./instances/ruiz/json/n80m8-62.json,4219,4073,3993
./instances/ruiz/json/n120m2-01.json,3153,3128,3152
./instances/ruiz/json/n120m2-02.json,2989,2981,2983
./instances/ruiz/json/n120m2-03.json,3106,3102,3088
./instances/ruiz/json/n120m2-04.json,2965,2944,2920
./instances/ruiz/json/n120m2-41.json,4995,4978,4976
./instances/ruiz/json/n120m2-42.json,5022,4989,5002
./instances/ruiz/json/n120m2-43.json,5854,5848,5836
./instances/ruiz/json/n120m2-44.json,3124,3115,3109
./instances/ruiz/json/n120m4-01.json,3170,3172,3166
./instances/ruiz/json/n120m4-02.json,3149,3137,3145
./instances/ruiz/json/n120m4-21.json,3626,3626,3632
./instances/ruiz/json/n120m4-22.json,3496,3498,3506
./instances/ruiz/json/n120m4-41.json,4483,4470,4463
./instances/ruiz/json/n120m4-42.json,4650,4660,4636
./instances/ruiz/json/n120m4-61.json,5071,5095,5089
./instances/ruiz/json/n120m4-61.json,5071,5089,5036
./instances/ruiz/json/n120m8-01.json,3519,3501,3453
./instances/ruiz/json/n120m8-11.json,5850,5828,5850
./instances/ruiz/json/n120m8-21.json,4229,4189,4223
./instances/ruiz/json/n120m8-31.json,7281,7210,7176
./instances/ruiz/json/n120m8-41.json,5389,5415,5137
./instances/ruiz/json/n120m8-51.json,7421,7386,7341
./instances/ruiz/json/n120m8-61.json,6123,6019,5996
./instances/ruiz/json/n120m8-71.json,10538,10406,10419
