./instances/ruiz/json\n20m2-01.json,615
./instances/ruiz/json\n20m2-02.json,634
./instances/ruiz/json\n20m2-03.json,568
./instances/ruiz/json\n20m2-04.json,529
./instances/ruiz/json\n20m2-05.json,378
./instances/ruiz/json\n20m2-06.json,325
./instances/ruiz/json\n20m2-07.json,465
./instances/ruiz/json\n20m2-08.json,397
./instances/ruiz/json\n20m2-09.json,445
./instances/ruiz/json\n20m2-10.json,343
./instances/ruiz/json\n20m2-11.json,600
./instances/ruiz/json\n20m2-12.json,604
./instances/ruiz/json\n20m2-13.json,580
./instances/ruiz/json\n20m2-14.json,539
./instances/ruiz/json\n20m2-15.json,646
./instances/ruiz/json\n20m2-16.json,403
./instances/ruiz/json\n20m2-17.json,396
./instances/ruiz/json\n20m2-18.json,282
./instances/ruiz/json\n20m2-19.json,306
./instances/ruiz/json\n20m2-20.json,346
./instances/ruiz/json\n20m2-21.json,734
./instances/ruiz/json\n20m2-22.json,507
./instances/ruiz/json\n20m2-23.json,721
./instances/ruiz/json\n20m2-24.json,571
./instances/ruiz/json\n20m2-25.json,659
./instances/ruiz/json\n20m2-26.json,452
./instances/ruiz/json\n20m2-27.json,458
./instances/ruiz/json\n20m2-28.json,425
./instances/ruiz/json\n20m2-29.json,417
./instances/ruiz/json\n20m2-30.json,354
./instances/ruiz/json\n20m2-31.json,703
./instances/ruiz/json\n20m2-32.json,783
./instances/ruiz/json\n20m2-33.json,672
./instances/ruiz/json\n20m2-34.json,764
./instances/ruiz/json\n20m2-35.json,774
./instances/ruiz/json\n20m2-36.json,428
./instances/ruiz/json\n20m2-37.json,563
./instances/ruiz/json\n20m2-38.json,377
./instances/ruiz/json\n20m2-39.json,569
./instances/ruiz/json\n20m2-40.json,454
./instances/ruiz/json\n20m2-41.json,414
./instances/ruiz/json\n20m2-42.json,937
./instances/ruiz/json\n20m2-43.json,417
./instances/ruiz/json\n20m2-44.json,1045
./instances/ruiz/json\n20m2-45.json,515
./instances/ruiz/json\n20m2-46.json,179
./instances/ruiz/json\n20m2-47.json,211
./instances/ruiz/json\n20m2-48.json,193
./instances/ruiz/json\n20m2-49.json,441
./instances/ruiz/json\n20m2-50.json,258
./instances/ruiz/json\n20m2-51.json,942
./instances/ruiz/json\n20m2-52.json,345
./instances/ruiz/json\n20m2-53.json,964
./instances/ruiz/json\n20m2-54.json,878
./instances/ruiz/json\n20m2-55.json,546
./instances/ruiz/json\n20m2-56.json,326
./instances/ruiz/json\n20m2-57.json,657
./instances/ruiz/json\n20m2-58.json,585
./instances/ruiz/json\n20m2-59.json,401
./instances/ruiz/json\n20m2-60.json,849
./instances/ruiz/json\n20m2-61.json,1060
./instances/ruiz/json\n20m2-62.json,581
./instances/ruiz/json\n20m2-63.json,999
./instances/ruiz/json\n20m2-64.json,1344
./instances/ruiz/json\n20m2-65.json,1242
./instances/ruiz/json\n20m2-66.json,819
./instances/ruiz/json\n20m2-67.json,393
./instances/ruiz/json\n20m2-68.json,264
./instances/ruiz/json\n20m2-69.json,351
./instances/ruiz/json\n20m2-70.json,416
./instances/ruiz/json\n20m2-71.json,624
./instances/ruiz/json\n20m2-72.json,1014
./instances/ruiz/json\n20m2-73.json,588
./instances/ruiz/json\n20m2-74.json,626
./instances/ruiz/json\n20m2-75.json,1039
./instances/ruiz/json\n20m2-76.json,273
./instances/ruiz/json\n20m2-77.json,657
./instances/ruiz/json\n20m2-78.json,545
./instances/ruiz/json\n20m2-79.json,616
./instances/ruiz/json\n20m2-80.json,806
./instances/ruiz/json\n20m4-01.json,652
./instances/ruiz/json\n20m4-02.json,698
./instances/ruiz/json\n20m4-03.json,539
./instances/ruiz/json\n20m4-04.json,635
./instances/ruiz/json\n20m4-05.json,622
./instances/ruiz/json\n20m4-06.json,344
./instances/ruiz/json\n20m4-07.json,305
./instances/ruiz/json\n20m4-08.json,411
./instances/ruiz/json\n20m4-09.json,430
./instances/ruiz/json\n20m4-10.json,373
./instances/ruiz/json\n20m4-11.json,692
