steady_state,pop_size,elitism,keep_best,xover_prob,xover_type,construction,mutation_prob,mutation_type,reversal_percent,non_improving_iterations,allways_keep,approx_calc
true,150,2,0.8,0.5,BCBX,NEH,0.05,Greedy,10,150,1.0,100
