0,2993,0,0.0
6417,2985,25672,6191
62077,2984,248312,7929
70332,2970,281332,8141
95527,2968,382112,9003
114223,2961,456896,9663
129419,2960,517680,10176
294779,2959,1179120,15288
309712,2958,1238852,15750
316344,2956,1265380,15951
326617,2954,1306472,16256
327245,2952,1308984,16274
428831,2948,1715328,19452
813397,2948,3253588,30821
